filename,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec)
xa.s16.00.mhz.1972-11-06HR00_evid00079,1972-11-06T12:02:16.956830,43259.1698115
xa.s16.00.mhz.1972-11-06HR00_evid00079,1972-11-06T14:48:45.787019,53428.327044
xa.s16.00.mhz.1972-11-06HR00_evid00079,1972-11-06T17:33:38.013435,63140.22641533333
xa.s16.00.mhz.1972-11-06HR00_evid00079,1972-11-06T20:28:48.504000,73509.78912317648
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T00:07:05.555604,347.773585
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T00:07:44.197113,386.415094
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T00:08:22.838623,425.056604
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T01:08:55.140510,4057.358491
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T01:27:55.065038,5197.2830189999995
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T01:40:28.574472,5927.6075474
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T02:15:53.857491,8076.075472
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T02:26:12.121642,8694.339622666666
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T03:37:02.687679,13073.710692
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T04:13:45.253717,15147.471698
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T05:57:07.215982,21349.4339625
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T06:29:19.291453,23281.509434
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T07:04:25.253717,25097.660377333334
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T08:23:38.159377,29995.471698
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T08:57:46.159377,32188.377358
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T10:50:47.744283,38969.962264
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T11:35:33.329189,41655.54717
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T12:25:08.725415,44664.06469000001
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T13:24:04.423528,48166.6415095
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T15:09:41.631075,54836.59538777778
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T17:01:45.253717,60391.15902957142
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T19:03:09.178246,68472.754717
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T21:12:55.442396,76297.6603775
xa.s16.00.mhz.1972-11-08HR00_evid00080,1972-11-08T22:45:59.140510,81670.586621
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T00:17:04.196000,946.716981
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T00:55:23.365811,3245.886792
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T01:30:10.007321,5332.528302
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T02:17:49.479019,8192.0
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T03:10:57.403548,11312.30188675
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T04:04:05.328076,14567.849057
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T07:50:08.497887,28038.279245399997
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T08:53:15.365811,31917.886792
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T10:04:05.931849,36168.45283
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T11:00:07.743170,39530.264151
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T12:31:34.837510,45373.71907744444
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T14:10:06.988453,50929.509434
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T15:03:34.233736,54136.754717
xa.s16.00.mhz.1972-11-14HR00_evid00081,1972-11-14T20:04:19.818642,71213.403773625
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T01:36:17.433660,5699.6226415
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T02:24:35.546868,8597.735849
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T04:13:45.282717,15147.471698
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T05:25:14.490265,19436.6792455
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T06:01:18.414793,21600.603774
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T10:15:03.169510,36963.57619742308
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T12:54:07.622340,46305.40880533334
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T14:05:36.829887,50398.18867925
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T17:08:50.339321,63369.10304792307
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T21:16:27.999698,76510.188679
xa.s16.00.mhz.1973-07-31HR00_evid00123,1973-07-31T23:02:24.528000,82866.716981
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T00:29:18.791679,1680.9056605
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T00:38:39.093566,2241.207547
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T00:52:10.565264,3052.679245
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T01:12:27.772811,4269.8867924999995
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T01:17:36.904887,4579.018868
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T01:27:35.848283,5177.962264
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T01:45:57.131302,6279.245283
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T02:07:50.942622,7593.056603499999
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T02:23:56.980358,8559.0943395
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T03:08:23.244510,11225.358490499999
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T03:55:43.395453,14065.509434
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T04:11:49.433189,15031.547169666666
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T05:24:35.923755,19494.641509333334
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T06:03:53.055830,21755.169811
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T06:41:33.584132,24015.698113
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T10:06:21.584132,36303.698113
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T11:33:56.829415,41321.574124
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T13:11:50.338849,47513.6
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T14:14:57.206774,51130.445282999994
xa.s16.00.mhz.1974-05-19HR00_evid00146,1974-05-19T19:21:49.886019,71864.45852616981
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T02:29:44.638944,8895.2754716
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T03:19:39.355925,11901.584906
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T03:41:33.167245,13215.396226
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T04:05:22.903094,14645.132075
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T06:09:21.393661,22141.5849058
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T06:56:41.544604,24923.773585
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T07:42:05.771019,27648.0
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T08:17:50.374793,29792.603774
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T09:02:55.280453,32497.509433999996
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T10:15:22.450264,37231.0943395
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T12:04:12.865359,43615.22371971429
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T13:25:41.016302,48099.018868
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T16:51:07.657811,60048.9056605
xa.s16.00.mhz.1974-11-11HR00_evid00160,1974-11-11T22:33:44.940831,80938.5056604
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T02:53:23.306234,2202.566038
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T03:58:45.419441,6124.6792454999995
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T04:33:32.060951,8211.32075475
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T05:02:11.608121,9930.867925
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T06:12:23.532649,14142.792453
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T06:29:46.853404,15186.113208
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T06:43:56.966611,16036.226415
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T08:03:29.193026,20814.893081666665
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T09:53:17.570385,27396.830188666663
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T12:14:20.060951,35859.320755
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T13:47:23.759064,41600.34501342858
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T18:43:58.174158,59237.433962
xa.s16.00.mhz.1974-12-12HR02_evid00168,1974-12-12T22:31:18.626988,73264.30188633334
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T00:07:44.217113,386.415094
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T00:09:40.141642,502.339623
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T00:10:18.783151,540.981132
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T00:14:10.632208,772.830189
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T00:15:27.915227,850.113208
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T01:35:19.462396,5641.660377
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T01:45:37.726547,6259.924528
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T03:06:27.235981,11109.4339625
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T05:05:16.594472,18238.792453
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T06:47:01.952962,24344.150943
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T07:59:48.443528,28710.641509
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T08:35:33.047302,30848.805031333333
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T09:19:39.990698,33502.18867925
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T10:19:52.971830,37010.837736
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T13:51:46.028434,46540.288568205884
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T18:40:56.066170,67189.8566038
xa.s16.00.mhz.1974-12-15HR00_evid00172,1974-12-15T23:40:24.368057,85078.06518009091
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T00:40:34.917094,2357.132075
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T01:20:30.690680,4752.905660333333
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T02:58:24.200113,10626.415094
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T04:08:55.445396,14857.6603775
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T05:18:28.728415,19030.9433965
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T06:12:34.615208,22270.38993733333
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T06:45:44.652944,24266.867925
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T07:36:37.332189,27319.54717
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T08:13:00.577471,29502.792452499998
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T08:50:21.785019,31724.679245333333
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T09:22:53.181246,33695.39622633333
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T10:54:58.917094,39711.879245300006
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T12:30:37.181245,44959.3962265
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T13:10:52.275585,47374.490566
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T16:49:31.068038,60493.283019
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T17:55:31.822755,64454.037736
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T20:32:40.351056,73512.71159014286
xa.s16.00.mhz.1974-12-25HR00_evid00174,1974-12-25T23:33:19.294453,84792.35220126667
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T00:09:01.537132,463.698113
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T00:10:18.820151,540.981132
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T00:38:19.725811,2221.8867925
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T01:21:48.027698,4830.188679
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T04:54:19.725811,17581.886792
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T05:30:42.971094,19765.132075499998
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T08:08:30.140906,29380.427673
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T09:01:57.386189,32510.389937
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T10:22:08.254113,37250.4150945
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T11:00:08.103170,39530.264151
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T12:24:49.461661,44579.42138383334
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T15:01:19.348453,54445.88679258333
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T18:38:40.857887,67043.018868
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T20:22:02.820151,73244.981132
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T21:33:51.348453,77553.5094335
xa.s16.00.mhz.1975-02-19HR00_evid00180,1975-02-19T23:27:31.574868,84053.8700208889
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T00:08:08.443387,193.207547
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T00:08:47.084897,231.849057
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T00:09:25.726406,270.490566
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T03:01:23.009425,10587.773585
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T03:21:59.537726,11824.3018865
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T03:37:07.613198,12732.3773585
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T03:56:26.858481,14059.989218428573
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T04:38:57.198104,16399.4566036
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T05:03:06.254708,17891.018868
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T05:21:46.858482,19011.622642
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T05:51:43.688670,20769.8113208
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T06:34:14.028293,23358.792453000002
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T07:20:16.896218,26121.6603775
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T08:29:30.858482,30325.304582142853
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T09:45:11.235840,34816.0
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T10:25:26.330180,37289.056604000005
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T11:10:50.556595,39955.320755
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T14:03:26.481123,50311.245283
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T16:15:27.990557,57817.3584905
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T18:28:46.783010,66927.09433966667
xa.s16.00.mhz.1975-03-26HR00_evid00186,1975-03-26T22:08:42.858482,79415.73294634615
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T00:25:46.063377,1468.377358
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T00:44:07.346396,2569.6603775
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T02:04:18.214321,7380.528302
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T02:31:21.157718,9031.072776428571
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T02:46:09.912434,9892.226415
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T03:06:27.119981,11109.4339625
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T04:06:20.780359,14645.132075666668
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T05:22:01.157717,19243.471698
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T06:20:18.214321,22891.2301888
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T06:45:05.912434,24228.226415
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T07:07:38.365264,25580.679245
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T09:36:24.553944,34506.867925
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T10:13:26.440736,36728.754717
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T11:04:19.119981,39736.35220133333
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T11:45:12.855831,42235.16981133333
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T12:45:25.836962,46028.477987333325
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T14:56:48.704887,53753.85248718181
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T16:40:10.667152,59932.981132333334
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T18:15:29.610547,65651.9245285
xa.s16.00.mhz.1977-04-17HR00_evid00249,1977-04-17T21:55:25.686019,81505.02379004349
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T00:54:44.692302,3207.245283
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T01:01:30.428151,3612.981132
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T01:13:25.296075,4304.664151
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T01:19:51.711170,4714.264151
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T02:22:00.616830,8443.16981125
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T03:33:10.503623,12996.427672944446
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T04:10:12.390415,14992.9056605
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T05:05:54.880981,18002.649895111113
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T06:09:21.069661,22083.622641500002
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T06:33:30.126264,23532.679245
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T07:05:03.560227,25426.113208
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T09:41:33.447019,34816.0
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T14:39:05.824377,52815.2150943
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T16:31:48.088528,59430.641509
xa.s16.00.mhz.1977-06-02HR00_evid00255,1977-06-02T20:28:09.522490,77372.19158201922
