filename,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec)
xa.s12.00.mhz.1973-04-23HR00_evid00399,1973-04-23T12:46:43.213981,45964.075472
xa.s12.00.mhz.1973-04-23HR00_evid00399,1973-04-23T22:36:48.497000,81369.3584905
xa.s12.00.mhz.1973-08-08HR00_evid00437,1973-08-08T04:47:13.350313,17176.150943
xa.s12.00.mhz.1973-08-08HR00_evid00437,1973-08-08T16:48:51.161634,60473.962264
xa.s12.00.mhz.1973-08-08HR00_evid00437,1973-08-08T21:07:45.048427,76007.849057
xa.s12.00.mhz.1973-10-03HR03_evid00461,1973-10-03T07:45:15.783058,13524.528302
xa.s12.00.mhz.1973-10-03HR03_evid00461,1973-10-03T12:29:16.688718,30565.433962
xa.s12.00.mhz.1973-10-10HR00_evid00463,1973-10-10T11:20:25.307717,40786.113208
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T02:52:17.262773,10297.962264
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T18:00:21.791075,64782.490566
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T21:43:02.092962,78142.7924525
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T22:13:27.904283,79968.603774
xa.s12.00.mhz.1974-03-14HR00_evid00506,1974-03-14T18:22:15.324396,66096.301887
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T01:33:33.313245,5574.0377355
xa.s12.00.mhz.1974-03-30HR00_evid00512,1974-03-30T16:44:02.747207,60203.471698
xa.s12.00.mhz.1974-05-09HR00_evid00522,1974-05-09T02:25:43.325509,8704.0
xa.s12.00.mhz.1974-05-09HR00_evid00522,1974-05-09T02:47:27.476452,10008.150943
xa.s12.00.mhz.1974-05-09HR00_evid00522,1974-05-09T04:01:50.570792,14471.245283
xa.s12.00.mhz.1974-05-09HR00_evid00522,1974-05-09T05:47:08.457584,20789.132075
xa.s12.00.mhz.1974-05-09HR00_evid00522,1974-05-09T21:16:47.476452,76568.150943
xa.s12.00.mhz.1974-05-09HR00_evid00522,1974-05-09T21:55:45.287773,78905.962264
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T11:18:38.752566,40679.849056499996
xa.s12.00.mhz.1974-07-25HR05_evid00553,1974-07-25T07:13:08.949224,7699.3207545000005
xa.s12.00.mhz.1974-07-25HR05_evid00553,1974-07-25T07:39:42.911488,9293.283019
xa.s12.00.mhz.1974-07-25HR05_evid00553,1974-07-25T22:54:13.854884,64164.226415
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T08:36:11.439811,30932.528302
xa.s12.00.mhz.1975-04-21HR00_evid00638,1975-04-21T01:55:36.371943,6897.509434
xa.s12.00.mhz.1975-04-21HR00_evid00638,1975-04-21T15:24:49.428547,55450.566038
xa.s12.00.mhz.1975-04-21HR00_evid00638,1975-04-21T21:23:32.749302,76973.88679250001
xa.s12.00.mhz.1975-05-16HR00_evid00651,1975-05-16T10:18:54.714566,37095.849057
xa.s12.00.mhz.1975-05-20HR00_evid00652,1975-05-20T09:00:20.780415,32381.584906
xa.s12.00.mhz.1975-05-20HR00_evid00652,1975-05-20T22:40:11.421924,81572.226415
xa.s12.00.mhz.1975-06-15HR00_evid00660,1975-06-15T00:33:29.695490,1970.716981
xa.s12.00.mhz.1975-06-17HR00_evid00662,1975-06-17T12:15:09.859018,44070.641509
xa.s12.00.mhz.1975-06-17HR00_evid00662,1975-06-17T20:28:38.915623,73679.6981135
xa.s12.00.mhz.1977-04-11HR00_evid00915,1977-04-11T03:34:27.796641,12828.981132
xa.s12.00.mhz.1977-04-24HR00_evid00923,1977-04-24T11:51:00.659415,42621.584906
xa.s12.00.mhz.1977-04-24HR00_evid00923,1977-04-24T12:09:21.942434,43722.867925
xa.s12.00.mhz.1977-04-24HR00_evid00923,1977-04-24T18:56:52.357527,68173.28301849999
xa.s12.00.mhz.1977-04-26HR00_evid00924,1977-04-26T04:52:23.686283,17504.603774
xa.s12.00.mhz.1977-04-26HR00_evid00924,1977-04-26T06:46:03.912698,24324.830189
xa.s12.00.mhz.1977-04-26HR00_evid00924,1977-04-26T12:08:04.667415,43645.584906
xa.s12.00.mhz.1977-04-26HR00_evid00924,1977-04-26T13:43:04.290056,49345.207547
xa.s12.00.mhz.1977-04-26HR00_evid00924,1977-04-26T17:58:54.629679,64695.5471695
xa.s12.00.mhz.1977-04-26HR00_evid00924,1977-04-26T20:47:19.384396,74800.3018865
xa.s12.00.mhz.1977-07-19HR00_evid00991,1977-07-19T02:56:28.422584,10549.132075
xa.s12.00.mhz.1977-07-19HR00_evid00991,1977-07-19T16:41:28.196169,60048.90566
xa.s12.00.mhz.1977-07-19HR00_evid00991,1977-07-19T18:05:21.252774,65081.962264500005
xa.s12.00.mhz.1977-07-19HR00_evid00991,1977-07-19T22:09:55.365981,79756.075472
