filename,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec)
xa.s12.00.mhz.1973-11-22HR00_evid00475,1973-11-22T23:54:05.640132,86006.3396225
xa.s12.00.mhz.1974-03-14HR00_evid00506,1974-03-14T17:32:39.928169,63120.90566
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T00:13:02.752566,743.8490565
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T03:53:08.488415,13949.584906
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T11:08:01.167660,40042.264151
xa.s12.00.mhz.1974-06-30HR00_evid00543,1974-06-30T12:52:11.431811,46292.528302
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T12:27:14.081321,44795.1698115
xa.s12.00.mhz.1974-10-02HR00_evid00572,1974-10-02T18:06:09.175660,65130.264151
xa.s12.00.mhz.1975-04-21HR00_evid00638,1975-04-21T00:09:10.862509,512.0
xa.s12.00.mhz.1975-04-21HR00_evid00638,1975-04-21T11:04:28.598358,39829.735849
xa.s12.00.mhz.1975-05-16HR00_evid00651,1975-05-16T18:28:31.922113,66473.05660350001
xa.s12.00.mhz.1975-05-16HR00_evid00651,1975-05-16T21:29:01.205132,77302.339623
xa.s12.00.mhz.1975-05-16HR00_evid00651,1975-05-16T23:52:38.261735,85919.396226
xa.s12.00.mhz.1975-05-20HR00_evid00652,1975-05-20T23:36:32.554000,84953.358491
xa.s12.00.mhz.1975-06-15HR00_evid00660,1975-06-15T06:37:41.469075,23822.490566
xa.s12.00.mhz.1975-06-15HR00_evid00660,1975-06-15T08:53:15.506811,31956.528302
xa.s12.00.mhz.1975-06-15HR00_evid00660,1975-06-15T14:34:54.827566,52455.849057
xa.s12.00.mhz.1975-06-17HR00_evid00662,1975-06-17T00:49:26.311849,2927.09434
xa.s12.00.mhz.1975-06-17HR00_evid00662,1975-06-17T07:38:14.009962,27454.792453
xa.s12.00.mhz.1977-04-11HR00_evid00915,1977-04-11T06:41:33.155132,24054.339623
xa.s12.00.mhz.1977-04-11HR00_evid00915,1977-04-11T13:09:53.985320,47355.169811
xa.s12.00.mhz.1977-04-26HR00_evid00924,1977-04-26T01:15:21.497603,4482.415094
xa.s12.00.mhz.1977-07-19HR00_evid00991,1977-07-19T14:56:48.950886,53769.660377
xa.s12.00.mhz.1977-07-19HR00_evid00991,1977-07-19T22:13:27.894283,79968.603774
xa.s12.00.mhz.1977-07-19HR00_evid00991,1977-07-19T23:35:44.347113,84905.05660350001
xa.s12.00.mhz.1977-09-13HR00_evid01012,1977-09-13T04:47:14.570207,17195.471698
xa.s12.00.mhz.1977-09-13HR00_evid01012,1977-09-13T05:28:37.287189,19678.1886795
xa.s12.00.mhz.1977-09-13HR00_evid01012,1977-09-13T14:59:04.004169,53904.90566
xa.s12.00.mhz.1977-09-13HR00_evid01012,1977-09-13T17:46:11.475867,63932.377358
